Drug A,Drug B,Cell Line Name,Score
Imatinib mesylate,Tamoxifen citrate,MDA-MB-468,-2.888888888888889
Vorinostat,Imatinib mesylate,SW-620,-12.555555555555555
Docetaxel,Paclitaxel,NCI-H322M,-22.555555555555557
Sirolimus,Cladribine,MCF7,-8.666666666666666
Vorinostat,Cladribine,NCI-H522,-1.2222222222222223
Vinblastine sulfate (hydrate),Sirolimus,K-562,-1.4444444444444444
Quinacrine hydrochloride,Docetaxel,SF-268,-0.8888888888888888
Docetaxel,Vinblastine sulfate (hydrate),A549/ATCC,-3.0
Everolimus,Docetaxel,UACC-62,5.5555555555555545
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),MALME-3M,-1.1111111111111112
Mitotane,Docetaxel,OVCAR-3,11.333333333333336
Fulvestrant,Vorinostat,SF-268,-1.2222222222222223
Nilotinib,Cladribine,HL-60(TB),-9.555555555555557
Mitotane,Tretinoin,HCT-116,3.555555555555556
Vinblastine sulfate (hydrate),Tretinoin,SF-268,3.555555555555556
Vinblastine sulfate (hydrate),Everolimus,SF-268,-5.0
Fulvestrant,Tretinoin,A498,-1.6666666666666667
Vorinostat,Celecoxib,RPMI-8226,-7.888888888888887
Mitotane,Docetaxel,EKVX,-4.5555555555555545
Dasatinib,Romidepsin,A498,-3.555555555555556
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),BT-549,1.6666666666666667
Sirolimus,Celecoxib,PC-3,7.222222222222222
Sorafenib tosylate,Cladribine,A549/ATCC,-6.1111111111111125
Quinacrine hydrochloride,Tretinoin,HOP-92,-6.1111111111111125
Vinblastine sulfate (hydrate),Tamoxifen citrate,MDA-MB-435,22.66666666666667
Sirolimus,Celecoxib,ACHN,5.0
Tretinoin,Cladribine,A498,-8.0
Romidepsin,Tretinoin,IGROV1,3.4444444444444446
Fulvestrant,Tamoxifen citrate,NCI-H460,-0.1111111111111111
Vinblastine sulfate (hydrate),Tamoxifen citrate,CAKI-1,12.777777777777779
Fulvestrant,Tretinoin,HOP-92,-4.777777777777779
Mitotane,Tretinoin,OVCAR-8,-1.5555555555555556
Vorinostat,Sirolimus,IGROV1,-4.4444444444444455
Sorafenib tosylate,Cladribine,SF-295,-5.4444444444444455
Vorinostat,Cladribine,SF-268,-9.777777777777779
Mitotane,Paclitaxel,KM12,0.0
Thalidomide,Tretinoin,CAKI-1,4.2222222222222205
Docetaxel,Sirolimus,HT29,10.444444444444443
Dasatinib,Nilotinib,LOX IMVI,-10.222222222222221
Everolimus,Dasatinib,PC-3,-1.4444444444444444
Tretinoin,Celecoxib,NCI-H226,2.4444444444444446
Dasatinib,Imatinib mesylate,KM12,-6.888888888888888
Gefitinib,Lenalidomide,SK-OV-3,-1.8888888888888888
Sorafenib tosylate,Tamoxifen citrate,SF-295,-2.4444444444444446
Vinblastine sulfate (hydrate),Romidepsin,SF-268,-3.2222222222222223
Fulvestrant,Dasatinib,DU-145,-1.4444444444444444
Quinacrine hydrochloride,Cladribine,MALME-3M,-7.555555555555554
Dasatinib,Cladribine,PC-3,-3.0
Sorafenib tosylate,Dasatinib,HOP-62,-6.0
Quinacrine hydrochloride,Cladribine,NCI-H23,-2.4444444444444446
Romidepsin,Imatinib mesylate,OVCAR-8,3.333333333333333
Fulvestrant,Dasatinib,MALME-3M,-1.2222222222222223
Vinblastine sulfate (hydrate),Vorinostat,PC-3,1.0
Fulvestrant,Tretinoin,HCT-116,5.0
Vinblastine sulfate (hydrate),Vorinostat,HT29,-4.111111111111111
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),NCI-H23,-5.888888888888888
Docetaxel,Imatinib mesylate,SF-539,25.777777777777786
Fulvestrant,Dasatinib,A549/ATCC,7.1111111111111125
Thalidomide,Docetaxel,SF-268,2.2222222222222223
Paclitaxel,Celecoxib,NCI-H322M,-3.6666666666666665
Quinacrine hydrochloride,Cladribine,MDA-MB-468,-7.666666666666668
Sirolimus,Celecoxib,RPMI-8226,5.222222222222221
Sorafenib tosylate,Imatinib mesylate,SK-MEL-28,-2.555555555555556
Docetaxel,Imatinib mesylate,RPMI-8226,30.44444444444445
Fulvestrant,Tretinoin,U251,0.3333333333333333
Paclitaxel,Tretinoin,IGROV1,13.555555555555555
Vorinostat,Sirolimus,KM12,-4.2222222222222205
Fulvestrant,Dasatinib,U251,-4.111111111111111
Sirolimus,Tretinoin,SK-OV-3,4.5555555555555545
Tamoxifen citrate,Celecoxib,IGROV1,-1.8888888888888888
Thalidomide,Sirolimus,SF-295,-1.8888888888888888
Romidepsin,Vinblastine sulfate (hydrate),UO-31,-1.3333333333333333
Vorinostat,Romidepsin,NCI-H322M,4.111111111111111
Romidepsin,Cladribine,IGROV1,-3.4444444444444446
Dasatinib,Tamoxifen citrate,UO-31,9.222222222222221
Paclitaxel,Tamoxifen citrate,SF-539,40.66666666666666
Everolimus,Docetaxel,LOX IMVI,0.5555555555555556
Quinacrine hydrochloride,Tretinoin,A549/ATCC,-3.555555555555556
Mitotane,Paclitaxel,UACC-257,-10.444444444444443
Fulvestrant,Tamoxifen citrate,HS 578T,7.888888888888887
Tretinoin,Cladribine,UACC-257,-1.8888888888888888
Fulvestrant,Vorinostat,CAKI-1,-4.333333333333333
Dasatinib,Tamoxifen citrate,HT29,7.1111111111111125
Fulvestrant,Tretinoin,NCI-H322M,1.4444444444444444
Dasatinib,Tamoxifen citrate,DU-145,-5.777777777777778
Vinblastine sulfate (hydrate),Nilotinib,OVCAR-4,-0.7777777777777778
Vorinostat,Romidepsin,NCI-H522,2.4444444444444446
Thalidomide,Vinblastine sulfate (hydrate),UACC-62,0.2222222222222222
Vinblastine sulfate (hydrate),Vorinostat,UACC-257,0.6666666666666666
Tamoxifen citrate,Celecoxib,KM12,-3.6666666666666665
Everolimus,Tretinoin,KM12,-10.0
Paclitaxel,Imatinib mesylate,A498,8.11111111111111
Nilotinib,Vinblastine sulfate (hydrate),MDA-MB-468,-9.444444444444443
Sirolimus,Imatinib mesylate,NCI-H23,-8.555555555555555
Quinacrine hydrochloride,Paclitaxel,SF-295,5.4444444444444455
Mitotane,Sirolimus,DU-145,-5.777777777777778
Paclitaxel,Sirolimus,IGROV1,5.5555555555555545
Nilotinib,Mitotane,MALME-3M,-2.2222222222222223
Nilotinib,Tamoxifen citrate,MDA-MB-231/ATCC,-14.333333333333336
Sorafenib tosylate,Tretinoin,U251,3.333333333333333
Mitotane,Cladribine,HS 578T,-2.7777777777777777
Fulvestrant,Tretinoin,MALME-3M,1.4444444444444444
Vinblastine sulfate (hydrate),Paclitaxel,UO-31,-2.1111111111111107
Mitotane,Imatinib mesylate,SK-MEL-28,-5.333333333333333
Thalidomide,Cladribine,MCF7,-7.888888888888887
Docetaxel,Sirolimus,HCT-116,1.5555555555555556
Sirolimus,Vinblastine sulfate (hydrate),MDA-MB-468,-1.4444444444444444
Tretinoin,Cladribine,HOP-62,-2.2222222222222223
Nilotinib,Vinblastine sulfate (hydrate),LOX IMVI,-2.888888888888889
Paclitaxel,Celecoxib,K-562,28.44444444444445
Dasatinib,Nilotinib,OVCAR-4,-4.2222222222222205
Paclitaxel,Cladribine,A498,-2.6666666666666665
Nilotinib,Vinblastine sulfate (hydrate),MCF7,-0.5555555555555556
Dasatinib,Docetaxel,HT29,1.5555555555555556
Fulvestrant,Tretinoin,CAKI-1,-2.7777777777777777
Vinblastine sulfate (hydrate),Vorinostat,HOP-62,0.1111111111111111
Romidepsin,Imatinib mesylate,UO-31,1.4444444444444444
Tamoxifen citrate,Celecoxib,ACHN,-5.888888888888888
Mitotane,Sirolimus,OVCAR-4,-2.2222222222222223
Vorinostat,Docetaxel,NCI-H522,0.8888888888888888
Sorafenib tosylate,Tamoxifen citrate,SK-MEL-5,-13.0
Paclitaxel,Imatinib mesylate,K-562,18.666666666666668
Thalidomide,Tretinoin,OVCAR-8,-3.4444444444444446
Fulvestrant,Romidepsin,MDA-MB-231/ATCC,6.5555555555555545
Everolimus,Docetaxel,UACC-257,0.8888888888888888
Mitotane,Dasatinib,KM12,-1.4444444444444444
Docetaxel,Tamoxifen citrate,SF-268,18.33333333333333
Vinblastine sulfate (hydrate),Everolimus,MDA-MB-231/ATCC,-4.4444444444444455
Quinacrine hydrochloride,Paclitaxel,HCT-116,-0.4444444444444444
Romidepsin,Tretinoin,UO-31,-1.8888888888888888
Dasatinib,Tretinoin,U251,-4.888888888888889
Sirolimus,Tamoxifen citrate,HS 578T,-2.555555555555556
Dasatinib,Paclitaxel,A498,3.0
Vorinostat,Nilotinib,BT-549,-11.666666666666664
Sorafenib tosylate,Dasatinib,DU-145,-1.6666666666666667
Docetaxel,Vinblastine sulfate (hydrate),HS 578T,3.333333333333333
Vorinostat,Sirolimus,UACC-62,-12.555555555555555
Vinblastine sulfate (hydrate),Tamoxifen citrate,KM12,7.888888888888887
Tamoxifen citrate,Cladribine,UACC-62,1.6666666666666667
Vinblastine sulfate (hydrate),Celecoxib,SF-295,-8.333333333333334
Vorinostat,Tamoxifen citrate,IGROV1,5.111111111111111
Quinacrine hydrochloride,Docetaxel,NCI-H522,-12.444444444444445
Docetaxel,Imatinib mesylate,KM12,23.33333333333333
Everolimus,Romidepsin,A498,-0.6666666666666666
Tretinoin,Cladribine,MDA-MB-435,1.8888888888888888
Vinblastine sulfate (hydrate),Nilotinib,MDA-MB-468,-1.2222222222222223
Dasatinib,Tretinoin,KM12,-6.0
Vorinostat,Vinblastine sulfate (hydrate),BT-549,-2.555555555555556
Dasatinib,Sirolimus,K-562,11.888888888888893
Docetaxel,Nilotinib,NCI-H226,1.5555555555555556
Thalidomide,Tretinoin,BT-549,-9.666666666666666
Sorafenib tosylate,Vorinostat,SK-MEL-5,-5.888888888888888
Dasatinib,Nilotinib,SK-MEL-28,-24.11111111111111
Everolimus,Cladribine,U251,-5.4444444444444455
Paclitaxel,Imatinib mesylate,NCI-H226,6.1111111111111125
Vinblastine sulfate (hydrate),Romidepsin,PC-3,0.0
Vinblastine sulfate (hydrate),Vorinostat,SW-620,-1.7777777777777777
Imatinib mesylate,Cladribine,KM12,-9.0
Nilotinib,Mitotane,NCI-H23,-8.333333333333334
Quinacrine hydrochloride,Paclitaxel,HOP-92,-7.1111111111111125
Everolimus,Tretinoin,HS 578T,2.555555555555556
Vorinostat,Romidepsin,OVCAR-3,-2.0
Fulvestrant,Nilotinib,MDA-MB-468,-4.111111111111111
Fulvestrant,Cladribine,SF-295,-5.666666666666668
Fulvestrant,Everolimus,HOP-92,-3.7777777777777777
Docetaxel,Imatinib mesylate,HT29,26.33333333333333
Vorinostat,Tamoxifen citrate,UACC-257,-3.0
Quinacrine hydrochloride,Mitotane,SF-295,-4.777777777777779
Cladribine,Celecoxib,UACC-257,-2.4444444444444446
Mitotane,Imatinib mesylate,NCI-H23,2.4444444444444446
Nilotinib,Vinblastine sulfate (hydrate),NCI-H226,-0.4444444444444444
Nilotinib,Cladribine,HOP-92,0.3333333333333333
Fulvestrant,Dasatinib,SK-MEL-5,-4.666666666666667
Quinacrine hydrochloride,Sirolimus,SF-295,-7.0
Sirolimus,Cladribine,A549/ATCC,-6.1111111111111125
Paclitaxel,Nilotinib,MALME-3M,-12.555555555555555
Romidepsin,Tretinoin,SW-620,-5.888888888888888
Romidepsin,Tretinoin,MDA-MB-468,-1.2222222222222223
Vorinostat,Tamoxifen citrate,SF-268,-18.22222222222221
Fulvestrant,Dasatinib,HT29,7.777777777777778
Cladribine,Celecoxib,RPMI-8226,-5.5555555555555545
Mitotane,Cladribine,U251,-3.2222222222222223
Nilotinib,Cladribine,NCI-H226,-1.3333333333333333
Vorinostat,Imatinib mesylate,DU-145,-13.555555555555555
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),HL-60(TB),-3.111111111111111
Dasatinib,Docetaxel,T-47D,5.5555555555555545
Vinblastine sulfate (hydrate),Tretinoin,SF-295,-1.0
Everolimus,Cladribine,MDA-MB-231/ATCC,-2.6666666666666665
Quinacrine hydrochloride,Docetaxel,SF-295,4.888888888888889
Everolimus,Tamoxifen citrate,UO-31,14.111111111111107
Thalidomide,Docetaxel,CAKI-1,-11.444444444444445
Dasatinib,Paclitaxel,IGROV1,3.4444444444444446
Fulvestrant,Tretinoin,BT-549,1.6666666666666667
Dasatinib,Cladribine,MCF7,-1.2222222222222223
Mitotane,Nilotinib,UACC-62,1.4444444444444444
Sorafenib tosylate,Tamoxifen citrate,HCT-116,-3.111111111111111
Vorinostat,Vinblastine sulfate (hydrate),KM12,-0.8888888888888888
Sorafenib tosylate,Paclitaxel,MCF7,14.111111111111107
Everolimus,Sirolimus,NCI-H322M,0.7777777777777778
Paclitaxel,Cladribine,MDA-MB-468,8.333333333333334
Quinacrine hydrochloride,Tamoxifen citrate,IGROV1,-3.333333333333333
Cladribine,Celecoxib,EKVX,-10.666666666666666
Thalidomide,Paclitaxel,KM12,-8.777777777777779
Thalidomide,Vinblastine sulfate (hydrate),SF-268,7.1111111111111125
Romidepsin,Nilotinib,RPMI-8226,-0.1111111111111111
Sirolimus,Tretinoin,ACHN,5.888888888888888
Thalidomide,Mitotane,ACHN,-1.7777777777777777
Romidepsin,Tretinoin,OVCAR-3,-2.888888888888889
Dasatinib,Tamoxifen citrate,NCI-H460,-1.2222222222222223
Vorinostat,Vinblastine sulfate (hydrate),HS 578T,0.8888888888888888
Vinblastine sulfate (hydrate),Sirolimus,KM12,-6.222222222222222
Paclitaxel,Sirolimus,OVCAR-3,13.333333333333336
Fulvestrant,Dasatinib,NCI-H226,0.2222222222222222
Vinblastine sulfate (hydrate),Romidepsin,HOP-62,5.222222222222221
Mitotane,Imatinib mesylate,DU-145,-5.0
Vinblastine sulfate (hydrate),Romidepsin,EKVX,-4.333333333333333
Vorinostat,Cladribine,OVCAR-8,-1.4444444444444444
Tretinoin,Cladribine,KM12,-3.555555555555556
Paclitaxel,Sirolimus,MDA-MB-468,1.5555555555555556
Nilotinib,Vinblastine sulfate (hydrate),ACHN,-5.0
Paclitaxel,Celecoxib,MDA-MB-468,27.88888888888889
Imatinib mesylate,Cladribine,RPMI-8226,1.5555555555555556
Mitotane,Dasatinib,NCI-H23,-2.555555555555556
Mitotane,Docetaxel,BT-549,-2.7777777777777777
Sirolimus,Tretinoin,NCI-H322M,7.0
Sorafenib tosylate,Tretinoin,HS 578T,7.555555555555554
Fulvestrant,Sirolimus,SF-295,-2.333333333333333
Romidepsin,Docetaxel,UACC-62,-5.888888888888888
Vinblastine sulfate (hydrate),Tretinoin,UACC-257,8.555555555555555
Dasatinib,Tretinoin,A549/ATCC,4.5555555555555545
Romidepsin,Tamoxifen citrate,NCI-H226,4.2222222222222205
Mitotane,Tretinoin,U251,-3.4444444444444446
Everolimus,Imatinib mesylate,NCI-H522,-6.666666666666668
Sirolimus,Celecoxib,K-562,4.777777777777779
Sorafenib tosylate,Tamoxifen citrate,OVCAR-3,-0.8888888888888888
Mitotane,Nilotinib,A549/ATCC,-3.0
Everolimus,Cladribine,MALME-3M,-1.0
Fulvestrant,Sirolimus,UACC-257,-4.0
Vorinostat,Celecoxib,HL-60(TB),-36.444444444444436
Docetaxel,Imatinib mesylate,MDA-MB-231/ATCC,1.5555555555555556
Sirolimus,Celecoxib,MDA-MB-468,20.11111111111111
Fulvestrant,Dasatinib,BT-549,-2.555555555555556
Romidepsin,Paclitaxel,UACC-257,3.111111111111111
Quinacrine hydrochloride,Tamoxifen citrate,PC-3,-1.4444444444444444
Mitotane,Cladribine,A549/ATCC,-13.0
Dasatinib,Docetaxel,DU-145,-3.555555555555556
Sorafenib tosylate,Paclitaxel,ACHN,-0.4444444444444444
Romidepsin,Tamoxifen citrate,LOX IMVI,-5.888888888888888
Vorinostat,Imatinib mesylate,HCT-116,-16.555555555555557
Sorafenib tosylate,Paclitaxel,T-47D,16.0
Nilotinib,Tamoxifen citrate,HCT-116,-3.0
Romidepsin,Vinblastine sulfate (hydrate),T-47D,-12.222222222222221
Nilotinib,Vinblastine sulfate (hydrate),A498,-0.4444444444444444
Sorafenib tosylate,Nilotinib,ACHN,-8.0
Paclitaxel,Tamoxifen citrate,HT29,30.0
Fulvestrant,Cladribine,A549/ATCC,-3.555555555555556
Dasatinib,Nilotinib,KM12,-0.7777777777777778
Vinblastine sulfate (hydrate),Everolimus,MCF7,-3.6666666666666665
Romidepsin,Tamoxifen citrate,IGROV1,6.333333333333332
Thalidomide,Vinblastine sulfate (hydrate),MDA-MB-468,1.4444444444444444
Quinacrine hydrochloride,Tretinoin,MCF7,-7.888888888888887
Vorinostat,Celecoxib,T-47D,-7.333333333333332
Tamoxifen citrate,Tretinoin,ACHN,4.777777777777779
Everolimus,Tretinoin,SK-MEL-28,-8.222222222222221
Tamoxifen citrate,Tretinoin,MDA-MB-468,2.333333333333333
Everolimus,Paclitaxel,HCT-15,-5.777777777777778
Everolimus,Sirolimus,NCI-H460,-3.6666666666666665
Everolimus,Docetaxel,K-562,3.0
Sorafenib tosylate,Dasatinib,SK-OV-3,0.2222222222222222
Vinblastine sulfate (hydrate),Dasatinib,SF-295,-1.0
Vinblastine sulfate (hydrate),Vorinostat,MCF7,0.1111111111111111
Docetaxel,Paclitaxel,HCT-116,-4.111111111111111
Paclitaxel,Sirolimus,PC-3,5.5555555555555545
Quinacrine hydrochloride,Cladribine,SF-539,-10.888888888888893
Fulvestrant,Nilotinib,SW-620,-3.333333333333333
Paclitaxel,Sirolimus,HS 578T,0.8888888888888888
Thalidomide,Sirolimus,NCI-H322M,-2.1111111111111107
Mitotane,Dasatinib,A549/ATCC,-3.0
Mitotane,Tretinoin,MDA-MB-231/ATCC,0.3333333333333333
Vinblastine sulfate (hydrate),Sirolimus,MALME-3M,-9.777777777777779
Quinacrine hydrochloride,Tamoxifen citrate,MDA-MB-435,-0.7777777777777778
Quinacrine hydrochloride,Docetaxel,NCI-H322M,-1.6666666666666667
Mitotane,Celecoxib,HS 578T,-3.6666666666666665
Sorafenib tosylate,Sirolimus,SF-539,-2.555555555555556
Vinblastine sulfate (hydrate),Paclitaxel,A549/ATCC,-4.5555555555555545
Nilotinib,Mitotane,SF-268,-0.8888888888888888
Dasatinib,Imatinib mesylate,MDA-MB-231/ATCC,-5.0
Thalidomide,Tamoxifen citrate,BT-549,-2.1111111111111107
Imatinib mesylate,Cladribine,NCI-H226,-1.8888888888888888
Docetaxel,Imatinib mesylate,T-47D,10.555555555555557
Sorafenib tosylate,Docetaxel,OVCAR-3,14.888888888888893
Mitotane,Imatinib mesylate,MDA-MB-468,-1.7777777777777777
Sorafenib tosylate,Docetaxel,MDA-MB-231/ATCC,12.444444444444445
Sirolimus,Tretinoin,SF-539,1.2222222222222223
Mitotane,Dasatinib,NCI-H522,0.1111111111111111
Tretinoin,Cladribine,NCI-H460,-5.888888888888888
Romidepsin,Cladribine,HS 578T,5.222222222222221
Dasatinib,Imatinib mesylate,SF-268,-1.8888888888888888
Fulvestrant,Imatinib mesylate,ACHN,-8.444444444444445
Nilotinib,Tretinoin,SF-539,-0.8888888888888888
Sorafenib tosylate,Docetaxel,K-562,12.555555555555555
Vorinostat,Tretinoin,IGROV1,-1.8888888888888888
Docetaxel,Celecoxib,OVCAR-3,19.444444444444443
Sirolimus,Nilotinib,OVCAR-3,2.6666666666666665
Thalidomide,Docetaxel,SK-OV-3,-8.11111111111111
Mitotane,Everolimus,T-47D,-7.888888888888887
Thalidomide,Mitotane,DU-145,-7.333333333333332
Everolimus,Docetaxel,T-47D,-9.888888888888893
Sirolimus,Tamoxifen citrate,MALME-3M,10.222222222222221
Mitotane,Everolimus,UACC-257,-5.5555555555555545
Vinblastine sulfate (hydrate),Paclitaxel,UACC-62,0.7777777777777778
Nilotinib,Cladribine,SF-295,-12.555555555555555
Nilotinib,Mitotane,HS 578T,-7.333333333333332
Mitotane,Tamoxifen citrate,U251,1.5555555555555556
Quinacrine hydrochloride,Mitotane,UACC-257,3.555555555555556
Vorinostat,Romidepsin,KM12,0.6666666666666666
Dasatinib,Docetaxel,HS 578T,-1.0
Sirolimus,Tamoxifen citrate,NCI-H522,-6.4444444444444455
Quinacrine hydrochloride,Sirolimus,UACC-62,2.1111111111111107
Docetaxel,Tretinoin,T-47D,12.777777777777779
Nilotinib,Vinblastine sulfate (hydrate),K-562,-16.555555555555557
Mitotane,Imatinib mesylate,SF-268,-5.222222222222221
Nilotinib,Celecoxib,DU-145,-7.333333333333332
Docetaxel,Paclitaxel,NCI-H226,-2.333333333333333
Nilotinib,Tamoxifen citrate,PC-3,-5.777777777777778
Vorinostat,Nilotinib,PC-3,-16.666666666666668
Cladribine,Celecoxib,MDA-MB-435,-1.8888888888888888
Vinblastine sulfate (hydrate),Romidepsin,SK-MEL-28,7.0
Imatinib mesylate,Celecoxib,NCI-H460,-1.4444444444444444
Mitotane,Dasatinib,MALME-3M,-0.1111111111111111
Sorafenib tosylate,Docetaxel,MCF7,1.1111111111111112
Fulvestrant,Romidepsin,SK-MEL-5,10.333333333333334
Fulvestrant,Celecoxib,HCT-15,-8.0
Sirolimus,Nilotinib,SK-OV-3,3.111111111111111
Sorafenib tosylate,Romidepsin,MDA-MB-435,-0.8888888888888888
Dasatinib,Paclitaxel,HT29,-8.888888888888891
Romidepsin,Tretinoin,LOX IMVI,-5.333333333333333
Sorafenib tosylate,Vorinostat,SF-268,0.4444444444444444
Thalidomide,Tamoxifen citrate,SF-268,-5.333333333333333
Dasatinib,Tretinoin,HL-60(TB),3.4444444444444446
Vinblastine sulfate (hydrate),Tretinoin,NCI-H226,7.555555555555554
Sorafenib tosylate,Nilotinib,SF-539,-8.777777777777779
Romidepsin,Paclitaxel,NCI-H460,-2.888888888888889
Dasatinib,Imatinib mesylate,HS 578T,16.333333333333332
Dasatinib,Sirolimus,UACC-257,-6.1111111111111125
Fulvestrant,Tamoxifen citrate,NCI-H322M,0.8888888888888888
Vorinostat,Tretinoin,HS 578T,2.2222222222222223
Fulvestrant,Cladribine,SF-268,-2.2222222222222223
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),MDA-MB-435,-10.333333333333334
Vorinostat,Docetaxel,SF-539,-2.888888888888889
Vorinostat,Tretinoin,OVCAR-4,-2.333333333333333
Dasatinib,Celecoxib,MDA-MB-468,-2.888888888888889
Quinacrine hydrochloride,Tamoxifen citrate,T-47D,0.7777777777777778
Vinblastine sulfate (hydrate),Celecoxib,A498,-2.888888888888889
Mitotane,Celecoxib,MDA-MB-231/ATCC,0.8888888888888888
Sorafenib tosylate,Docetaxel,ACHN,8.11111111111111
Thalidomide,Cladribine,SK-MEL-28,-1.2222222222222223
Vinblastine sulfate (hydrate),Celecoxib,MALME-3M,-6.666666666666668
Thalidomide,Paclitaxel,SK-OV-3,-0.1111111111111111
Docetaxel,Fulvestrant,KM12,19.33333333333333
Tretinoin,Cladribine,SK-OV-3,-2.333333333333333
Sorafenib tosylate,Romidepsin,U251,-0.2222222222222222
Mitotane,Imatinib mesylate,RPMI-8226,-12.555555555555555
Tamoxifen citrate,Celecoxib,MDA-MB-231/ATCC,5.4444444444444455
Fulvestrant,Sirolimus,MDA-MB-468,-2.6666666666666665
Everolimus,Celecoxib,SK-MEL-28,-21.0
Fulvestrant,Dasatinib,SW-620,-1.7777777777777777
Nilotinib,Cladribine,KM12,-3.333333333333333
Vinblastine sulfate (hydrate),Paclitaxel,K-562,0.6666666666666666
Vinblastine sulfate (hydrate),Paclitaxel,NCI-H322M,0.7777777777777778
Mitotane,Celecoxib,SK-MEL-5,-5.888888888888888
Fulvestrant,Celecoxib,OVCAR-3,-3.4444444444444446
Docetaxel,Celecoxib,BT-549,15.444444444444445
Vorinostat,Romidepsin,T-47D,-1.7777777777777777
Romidepsin,Imatinib mesylate,MDA-MB-231/ATCC,-1.4444444444444444
Sirolimus,Tretinoin,RPMI-8226,15.222222222222221
Vorinostat,Vinblastine sulfate (hydrate),UACC-62,-14.888888888888893
Everolimus,Celecoxib,PC-3,4.888888888888889
Everolimus,Tretinoin,SF-539,-9.222222222222221
Tretinoin,Cladribine,NCI-H23,0.2222222222222222
Vinblastine sulfate (hydrate),Tretinoin,HCT-116,0.0
Vorinostat,Celecoxib,MALME-3M,-7.1111111111111125
Vinblastine sulfate (hydrate),Vorinostat,KM12,0.6666666666666666
Vorinostat,Romidepsin,MALME-3M,7.333333333333332
Everolimus,Paclitaxel,U251,3.111111111111111
Dasatinib,Imatinib mesylate,BT-549,-4.333333333333333
Mitotane,Docetaxel,SW-620,5.4444444444444455
Fulvestrant,Cladribine,KM12,1.0
Docetaxel,Cladribine,MALME-3M,-7.0
Mitotane,Imatinib mesylate,U251,-9.444444444444443
Vinblastine sulfate (hydrate),Dasatinib,MDA-MB-435,-1.4444444444444444
Romidepsin,Paclitaxel,RPMI-8226,-4.0
Dasatinib,Tretinoin,UO-31,5.5555555555555545
Nilotinib,Cladribine,IGROV1,-6.0
Vorinostat,Celecoxib,NCI-H460,-6.4444444444444455
Docetaxel,Celecoxib,HS 578T,20.88888888888889
Tretinoin,Celecoxib,DU-145,-14.333333333333336
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),K-562,-8.11111111111111
Fulvestrant,Imatinib mesylate,SW-620,-8.0
Thalidomide,Tretinoin,SF-295,-6.5555555555555545
Dasatinib,Romidepsin,HS 578T,-8.888888888888891
Thalidomide,Cladribine,MDA-MB-468,-0.5555555555555556
Sorafenib tosylate,Romidepsin,BT-549,-3.2222222222222223
Imatinib mesylate,Cladribine,OVCAR-3,1.4444444444444444
Gefitinib,Lenalidomide,T-47D,-1.0
Sorafenib tosylate,Cladribine,MDA-MB-435,-3.7777777777777777
Vinblastine sulfate (hydrate),Dasatinib,NCI-H23,3.0
Vorinostat,Tretinoin,SK-MEL-5,-6.5555555555555545
Quinacrine hydrochloride,Mitotane,HL-60(TB),-2.6666666666666665
Nilotinib,Tretinoin,RPMI-8226,2.7777777777777777
Romidepsin,Paclitaxel,OVCAR-3,-8.11111111111111
Vorinostat,Tretinoin,RPMI-8226,14.444444444444445
Sirolimus,Imatinib mesylate,NCI-H460,-4.5555555555555545
Sorafenib tosylate,Celecoxib,CAKI-1,-15.444444444444445
Vorinostat,Tretinoin,UO-31,-1.5555555555555556
Vinblastine sulfate (hydrate),Tretinoin,SK-MEL-5,9.0
Everolimus,Docetaxel,OVCAR-3,-4.777777777777779
Sorafenib tosylate,Tamoxifen citrate,NCI-H460,-0.8888888888888888
Vinblastine sulfate (hydrate),Vorinostat,T-47D,-5.111111111111111
Fulvestrant,Tretinoin,DU-145,7.555555555555554
Nilotinib,Cladribine,T-47D,-5.777777777777778
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),PC-3,0.1111111111111111
Docetaxel,Fulvestrant,PC-3,-3.2222222222222223
Fulvestrant,Romidepsin,CAKI-1,2.0
Imatinib mesylate,Celecoxib,RPMI-8226,-7.222222222222222
Fulvestrant,Sirolimus,T-47D,2.888888888888889
Docetaxel,Vinblastine sulfate (hydrate),RPMI-8226,-2.0
Docetaxel,Nilotinib,HL-60(TB),19.555555555555557
Mitotane,Sirolimus,MDA-MB-468,-5.333333333333333
Romidepsin,Imatinib mesylate,KM12,2.333333333333333
Fulvestrant,Dasatinib,NCI-H522,-1.3333333333333333
Fulvestrant,Paclitaxel,UACC-257,-2.555555555555556
Fulvestrant,Romidepsin,MDA-MB-468,-2.555555555555556
Romidepsin,Celecoxib,UACC-62,-1.3333333333333333
Vinblastine sulfate (hydrate),Imatinib mesylate,BT-549,-2.2222222222222223
Romidepsin,Paclitaxel,OVCAR-4,-4.2222222222222205
Dasatinib,Sirolimus,A498,4.888888888888889
Tretinoin,Celecoxib,T-47D,0.2222222222222222
Sorafenib tosylate,Paclitaxel,LOX IMVI,17.444444444444443
Fulvestrant,Paclitaxel,NCI-H522,-0.2222222222222222
