Drug A,Drug B,Cell Line Name,Score
Sirolimus,Celecoxib,HCT-116,-0.7777777777777778
Romidepsin,Docetaxel,NCI-H226,-2.1111111111111107
Imatinib mesylate,Cladribine,MDA-MB-468,1.2222222222222223
Dasatinib,Tamoxifen citrate,HS 578T,14.777777777777779
Everolimus,Cladribine,NCI-H522,-5.5555555555555545
Everolimus,Paclitaxel,K-562,-8.222222222222221
Nilotinib,Vinblastine sulfate (hydrate),HCT-116,-4.333333333333333
Romidepsin,Cladribine,SW-620,-2.333333333333333
Fulvestrant,Imatinib mesylate,CAKI-1,-9.222222222222221
Mitotane,Nilotinib,LOX IMVI,-16.11111111111111
Vorinostat,Vinblastine sulfate (hydrate),UACC-257,-3.555555555555556
Docetaxel,Celecoxib,UACC-257,2.2222222222222223
Sorafenib tosylate,Vorinostat,UACC-62,-7.777777777777778
Sorafenib tosylate,Paclitaxel,MDA-MB-435,29.66666666666667
Sirolimus,Tretinoin,UO-31,5.4444444444444455
Nilotinib,Imatinib mesylate,NCI-H226,-1.8888888888888888
Docetaxel,Tamoxifen citrate,SK-MEL-28,24.11111111111111
Quinacrine hydrochloride,Paclitaxel,ACHN,-3.7777777777777777
Tamoxifen citrate,Celecoxib,LOX IMVI,2.555555555555556
Romidepsin,Sirolimus,LOX IMVI,-4.666666666666667
Mitotane,Nilotinib,SF-295,-3.333333333333333
Vinblastine sulfate (hydrate),Vorinostat,HL-60(TB),-2.2222222222222223
Vinblastine sulfate (hydrate),Tamoxifen citrate,ACHN,11.666666666666664
Thalidomide,Cladribine,HS 578T,-4.777777777777779
Vinblastine sulfate (hydrate),Cladribine,MCF7,6.222222222222222
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),LOX IMVI,-0.3333333333333333
Vorinostat,Romidepsin,UACC-257,-2.555555555555556
Imatinib mesylate,Tamoxifen citrate,OVCAR-4,0.6666666666666666
Dasatinib,Nilotinib,SF-539,-4.0
Everolimus,Imatinib mesylate,BT-549,-11.333333333333336
Thalidomide,Paclitaxel,NCI-H322M,1.8888888888888888
Mitotane,Everolimus,OVCAR-4,10.222222222222221
Sorafenib tosylate,Everolimus,LOX IMVI,-14.666666666666664
Docetaxel,Sirolimus,KM12,1.3333333333333333
Romidepsin,Celecoxib,K-562,-2.6666666666666665
Docetaxel,Tretinoin,SW-620,13.888888888888893
Docetaxel,Cladribine,MDA-MB-468,-0.8888888888888888
Vorinostat,Romidepsin,HS 578T,4.333333333333333
Everolimus,Paclitaxel,RPMI-8226,23.0
Fulvestrant,Sirolimus,SF-539,-9.444444444444443
Fulvestrant,Everolimus,HCT-15,12.444444444444445
Mitotane,Dasatinib,EKVX,-7.666666666666668
Mitotane,Sirolimus,A498,2.333333333333333
Sirolimus,Tamoxifen citrate,DU-145,-5.666666666666668
Romidepsin,Paclitaxel,SK-MEL-5,-4.666666666666667
Imatinib mesylate,Celecoxib,UO-31,-3.333333333333333
Everolimus,Vorinostat,IGROV1,1.1111111111111112
Vorinostat,Nilotinib,HS 578T,-1.0
Sorafenib tosylate,Dasatinib,MCF7,-4.888888888888889
Nilotinib,Tamoxifen citrate,UACC-257,-6.0
Sorafenib tosylate,Imatinib mesylate,HT29,-4.4444444444444455
Romidepsin,Nilotinib,SF-539,-5.777777777777778
Tamoxifen citrate,Tretinoin,MALME-3M,-9.444444444444443
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),OVCAR-8,1.1111111111111112
Vorinostat,Paclitaxel,RPMI-8226,-47.22222222222222
Sorafenib tosylate,Sirolimus,NCI-H460,-5.5555555555555545
Paclitaxel,Tretinoin,RPMI-8226,42.55555555555557
Sirolimus,Tamoxifen citrate,UO-31,7.333333333333332
Mitotane,Tretinoin,A498,-0.8888888888888888
Mitotane,Celecoxib,UACC-62,-4.111111111111111
Thalidomide,Sirolimus,OVCAR-3,-4.888888888888889
Everolimus,Tamoxifen citrate,SW-620,2.1111111111111107
Everolimus,Nilotinib,K-562,-9.777777777777779
Paclitaxel,Tamoxifen citrate,NCI-H460,28.66666666666667
Vinblastine sulfate (hydrate),Nilotinib,MDA-MB-435,-10.222222222222221
Vinblastine sulfate (hydrate),Tamoxifen citrate,RPMI-8226,47.22222222222222
Sorafenib tosylate,Dasatinib,CAKI-1,-7.333333333333332
Paclitaxel,Tretinoin,OVCAR-3,25.555555555555557
Romidepsin,Paclitaxel,NCI-H522,-2.6666666666666665
Vorinostat,Imatinib mesylate,RPMI-8226,-7.222222222222222
Romidepsin,Vinblastine sulfate (hydrate),KM12,-1.2222222222222223
Fulvestrant,Cladribine,HS 578T,0.8888888888888888
Paclitaxel,Sirolimus,MALME-3M,8.777777777777779
Vorinostat,Cladribine,IGROV1,1.1111111111111112
Nilotinib,Imatinib mesylate,OVCAR-3,-9.555555555555557
Paclitaxel,Imatinib mesylate,PC-3,0.3333333333333333
Vinblastine sulfate (hydrate),Dasatinib,BT-549,-6.777777777777778
Paclitaxel,Celecoxib,A498,4.777777777777779
Tretinoin,Celecoxib,HCT-116,-3.333333333333333
Tamoxifen citrate,Cladribine,UACC-257,-4.888888888888889
Fulvestrant,Celecoxib,T-47D,-7.666666666666668
Paclitaxel,Imatinib mesylate,OVCAR-8,25.11111111111111
Thalidomide,Paclitaxel,NCI-H23,2.888888888888889
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),SK-MEL-28,-3.2222222222222223
Romidepsin,Paclitaxel,MALME-3M,5.4444444444444455
Everolimus,Romidepsin,NCI-H522,-2.1111111111111107
Mitotane,Imatinib mesylate,NCI-H322M,-5.777777777777778
Sorafenib tosylate,Tamoxifen citrate,UO-31,-1.1111111111111112
Docetaxel,Sirolimus,NCI-H460,7.777777777777778
Vinblastine sulfate (hydrate),Everolimus,EKVX,-3.4444444444444446
Docetaxel,Vinblastine sulfate (hydrate),KM12,-2.7777777777777777
Fulvestrant,Cladribine,HL-60(TB),0.0
Fulvestrant,Sirolimus,PC-3,-0.5555555555555556
Fulvestrant,Vorinostat,SK-MEL-28,2.333333333333333
Fulvestrant,Romidepsin,OVCAR-4,2.2222222222222223
Thalidomide,Tretinoin,NCI-H226,-0.1111111111111111
Vinblastine sulfate (hydrate),Imatinib mesylate,NCI-H23,5.666666666666668
Romidepsin,Nilotinib,SF-268,-20.555555555555557
Everolimus,Paclitaxel,MALME-3M,1.2222222222222223
Mitotane,Everolimus,NCI-H23,0.6666666666666666
Vorinostat,Sirolimus,OVCAR-4,1.6666666666666667
Vorinostat,Nilotinib,MDA-MB-468,-8.666666666666666
Mitotane,Tamoxifen citrate,EKVX,-2.555555555555556
Romidepsin,Tamoxifen citrate,KM12,-1.7777777777777777
Dasatinib,Tamoxifen citrate,NCI-H226,1.0
Sorafenib tosylate,Imatinib mesylate,LOX IMVI,-12.555555555555555
Fulvestrant,Cladribine,CAKI-1,-1.0
Docetaxel,Vinblastine sulfate (hydrate),UACC-257,-3.7777777777777777
Quinacrine hydrochloride,Paclitaxel,OVCAR-8,-6.333333333333332
Fulvestrant,Paclitaxel,HCT-15,-1.2222222222222223
Romidepsin,Cladribine,BT-549,1.8888888888888888
Quinacrine hydrochloride,Mitotane,UACC-62,0.8888888888888888
Sorafenib tosylate,Romidepsin,A549/ATCC,3.7777777777777777
Sorafenib tosylate,Nilotinib,T-47D,-7.555555555555554
Fulvestrant,Vorinostat,SF-295,-0.7777777777777778
Vorinostat,Romidepsin,SK-MEL-5,5.888888888888888
Imatinib mesylate,Cladribine,T-47D,8.555555555555555
Tamoxifen citrate,Cladribine,NCI-H460,0.1111111111111111
Mitotane,Nilotinib,HT29,-4.5555555555555545
Cladribine,Celecoxib,LOX IMVI,-1.2222222222222223
Thalidomide,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Vinblastine sulfate (hydrate),Vorinostat,NCI-H226,0.1111111111111111
Vorinostat,Nilotinib,SF-268,-42.55555555555557
Sorafenib tosylate,Celecoxib,SW-620,-19.444444444444443
Sirolimus,Cladribine,ACHN,-4.0
Quinacrine hydrochloride,Cladribine,BT-549,-4.0
Mitotane,Imatinib mesylate,NCI-H226,-5.111111111111111
Everolimus,Sirolimus,RPMI-8226,-6.0
Everolimus,Sirolimus,NCI-H226,1.8888888888888888
Vorinostat,Celecoxib,PC-3,-7.666666666666668
Nilotinib,Tretinoin,MCF7,-4.0
Vorinostat,Docetaxel,NCI-H460,-2.2222222222222223
Fulvestrant,Romidepsin,RPMI-8226,7.666666666666668
Mitotane,Dasatinib,MDA-MB-435,-2.0
Mitotane,Everolimus,KM12,-0.5555555555555556
Docetaxel,Tretinoin,SK-MEL-5,20.33333333333333
Sorafenib tosylate,Sirolimus,HCT-116,-7.333333333333332
Fulvestrant,Vorinostat,NCI-H460,-0.7777777777777778
Imatinib mesylate,Celecoxib,MALME-3M,-5.111111111111111
Vorinostat,Sirolimus,NCI-H322M,-7.0
Paclitaxel,Tretinoin,DU-145,40.55555555555557
Vorinostat,Tamoxifen citrate,SF-539,-2.4444444444444446
Docetaxel,Fulvestrant,OVCAR-4,14.888888888888893
Vinblastine sulfate (hydrate),Dasatinib,UACC-62,-0.7777777777777778
Thalidomide,Mitotane,UACC-62,0.2222222222222222
Fulvestrant,Dasatinib,ACHN,-3.0
Sorafenib tosylate,Imatinib mesylate,NCI-H226,-12.333333333333336
Tretinoin,Celecoxib,SK-MEL-28,-10.0
Fulvestrant,Cladribine,UACC-62,0.5555555555555556
Nilotinib,Vinblastine sulfate (hydrate),RPMI-8226,-14.333333333333336
Romidepsin,Nilotinib,HT29,-6.4444444444444455
Vorinostat,Romidepsin,NCI-H460,5.222222222222221
Everolimus,Romidepsin,HL-60(TB),-1.3333333333333333
Docetaxel,Vinblastine sulfate (hydrate),SF-539,-8.333333333333334
Sirolimus,Mitotane,MDA-MB-231/ATCC,-0.7777777777777778
Mitotane,Cladribine,NCI-H23,-5.777777777777778
Tamoxifen citrate,Celecoxib,EKVX,-6.4444444444444455
Vinblastine sulfate (hydrate),Imatinib mesylate,MDA-MB-231/ATCC,2.2222222222222223
Romidepsin,Tretinoin,PC-3,3.333333333333333
Romidepsin,Paclitaxel,BT-549,0.5555555555555556
Imatinib mesylate,Tamoxifen citrate,K-562,3.6666666666666665
Docetaxel,Vinblastine sulfate (hydrate),BT-549,-5.666666666666668
Tretinoin,Cladribine,UACC-62,6.1111111111111125
Dasatinib,Vorinostat,UACC-257,-1.3333333333333333
Fulvestrant,Sirolimus,ACHN,-4.2222222222222205
Sorafenib tosylate,Everolimus,SW-620,-15.333333333333336
Tamoxifen citrate,Celecoxib,OVCAR-3,0.1111111111111111
Fulvestrant,Paclitaxel,SF-539,-6.888888888888888
Gefitinib,Lenalidomide,SF-295,-3.2222222222222223
Thalidomide,Tamoxifen citrate,MDA-MB-231/ATCC,-0.8888888888888888
Sorafenib tosylate,Tretinoin,MDA-MB-231/ATCC,9.666666666666666
Mitotane,Nilotinib,MDA-MB-468,2.4444444444444446
Everolimus,Romidepsin,BT-549,1.0
Sorafenib tosylate,Celecoxib,MDA-MB-468,-8.888888888888891
Dasatinib,Docetaxel,BT-549,-1.3333333333333333
Vinblastine sulfate (hydrate),Paclitaxel,NCI-H23,-0.4444444444444444
Thalidomide,Tamoxifen citrate,NCI-H322M,-5.5555555555555545
Paclitaxel,Imatinib mesylate,SF-539,25.11111111111111
Nilotinib,Mitotane,T-47D,2.555555555555556
Sirolimus,Nilotinib,MCF7,-3.888888888888889
Vinblastine sulfate (hydrate),Imatinib mesylate,NCI-H522,0.2222222222222222
Sorafenib tosylate,Everolimus,NCI-H226,-7.1111111111111125
Sorafenib tosylate,Tamoxifen citrate,T-47D,-0.3333333333333333
Dasatinib,Imatinib mesylate,DU-145,-7.1111111111111125
Gefitinib,Lenalidomide,NCI-H23,-1.5555555555555556
Imatinib mesylate,Celecoxib,A498,-5.222222222222221
Fulvestrant,Romidepsin,SF-539,2.555555555555556
Quinacrine hydrochloride,Tamoxifen citrate,UACC-257,-7.1111111111111125
Sorafenib tosylate,Dasatinib,OVCAR-4,-2.1111111111111107
Sirolimus,Mitotane,NCI-H460,1.7777777777777777
Mitotane,Cladribine,UACC-62,-2.6666666666666665
Mitotane,Cladribine,RPMI-8226,-0.4444444444444444
Quinacrine hydrochloride,Sirolimus,DU-145,-0.3333333333333333
Thalidomide,Cladribine,OVCAR-4,-11.0
Tamoxifen citrate,Tretinoin,A498,-6.666666666666668
Imatinib mesylate,Celecoxib,BT-549,-6.666666666666668
Vinblastine sulfate (hydrate),Vorinostat,SF-539,-5.4444444444444455
Sorafenib tosylate,Imatinib mesylate,UACC-62,-7.666666666666668
Dasatinib,Nilotinib,OVCAR-3,-2.0
Dasatinib,Sirolimus,SW-620,0.6666666666666666
Mitotane,Everolimus,SK-MEL-5,-5.777777777777778
Sirolimus,Mitotane,RPMI-8226,7.1111111111111125
Romidepsin,Cladribine,NCI-H460,-0.5555555555555556
Paclitaxel,Imatinib mesylate,UACC-257,4.666666666666667
Fulvestrant,Sirolimus,SK-MEL-5,-5.888888888888888
Vorinostat,Vinblastine sulfate (hydrate),HT29,-6.0
Sorafenib tosylate,Everolimus,UO-31,-6.666666666666668
Mitotane,Celecoxib,SW-620,-6.4444444444444455
Fulvestrant,Romidepsin,ACHN,1.8888888888888888
Sirolimus,Vinblastine sulfate (hydrate),OVCAR-4,-1.8888888888888888
Tamoxifen citrate,Tretinoin,HS 578T,-4.5555555555555545
Sirolimus,Imatinib mesylate,MDA-MB-231/ATCC,-23.11111111111111
Everolimus,Dasatinib,OVCAR-3,-12.444444444444445
Vinblastine sulfate (hydrate),Celecoxib,HCT-15,-5.0
Imatinib mesylate,Celecoxib,MDA-MB-468,-1.3333333333333333
Vorinostat,Vinblastine sulfate (hydrate),NCI-H322M,-2.6666666666666665
Docetaxel,Vinblastine sulfate (hydrate),OVCAR-8,-15.444444444444445
Docetaxel,Fulvestrant,A498,10.0
Dasatinib,Romidepsin,NCI-H226,-0.5555555555555556
Fulvestrant,Paclitaxel,PC-3,-1.4444444444444444
Mitotane,Sirolimus,SK-OV-3,-5.0
Dasatinib,Romidepsin,SW-620,-1.1111111111111112
Tamoxifen citrate,Cladribine,RPMI-8226,-0.2222222222222222
Gefitinib,Lenalidomide,HT29,5.666666666666668
Paclitaxel,Cladribine,PC-3,-5.888888888888888
Sorafenib tosylate,Tamoxifen citrate,HT29,-7.888888888888887
Sirolimus,Mitotane,SF-539,1.7777777777777777
Vinblastine sulfate (hydrate),Everolimus,A549/ATCC,-2.333333333333333
Dasatinib,Celecoxib,OVCAR-4,0.1111111111111111
Romidepsin,Docetaxel,HT29,-1.7777777777777777
Fulvestrant,Celecoxib,A498,-3.7777777777777777
Paclitaxel,Nilotinib,NCI-H460,-4.333333333333333
Tamoxifen citrate,Tretinoin,HCT-116,-16.333333333333332
Vinblastine sulfate (hydrate),Tamoxifen citrate,NCI-H322M,12.555555555555555
Vinblastine sulfate (hydrate),Nilotinib,HT29,1.6666666666666667
Paclitaxel,Celecoxib,SF-539,26.44444444444445
Vorinostat,Tamoxifen citrate,OVCAR-4,-5.888888888888888
Vinblastine sulfate (hydrate),Dasatinib,HCT-15,-3.2222222222222223
Paclitaxel,Imatinib mesylate,NCI-H322M,-16.11111111111111
Sorafenib tosylate,Docetaxel,UO-31,-0.1111111111111111
Thalidomide,Vinblastine sulfate (hydrate),SF-295,-3.888888888888889
Tamoxifen citrate,Tretinoin,NCI-H23,-9.333333333333334
Vinblastine sulfate (hydrate),Tretinoin,SW-620,-1.2222222222222223
Thalidomide,Sirolimus,UACC-257,-5.666666666666668
Sorafenib tosylate,Vorinostat,DU-145,2.0
Thalidomide,Tamoxifen citrate,OVCAR-8,0.0
Sirolimus,Mitotane,A549/ATCC,6.777777777777778
Dasatinib,Tretinoin,SK-MEL-28,-8.444444444444445
Sirolimus,Tamoxifen citrate,LOX IMVI,-1.7777777777777777
Everolimus,Romidepsin,MCF7,-1.3333333333333333
Dasatinib,Romidepsin,SK-MEL-28,-10.333333333333334
Docetaxel,Imatinib mesylate,DU-145,16.11111111111111
Imatinib mesylate,Tamoxifen citrate,SF-539,1.8888888888888888
Fulvestrant,Tretinoin,OVCAR-3,1.7777777777777777
Tamoxifen citrate,Tretinoin,MDA-MB-435,-0.6666666666666666
Dasatinib,Imatinib mesylate,HL-60(TB),-20.88888888888889
Fulvestrant,Sirolimus,NCI-H322M,-1.8888888888888888
Dasatinib,Paclitaxel,KM12,16.22222222222222
Mitotane,Dasatinib,HT29,-2.7777777777777777
Mitotane,Dasatinib,OVCAR-3,-5.222222222222221
Paclitaxel,Tretinoin,NCI-H322M,7.333333333333332
Fulvestrant,Tamoxifen citrate,ACHN,-3.0
Everolimus,Docetaxel,IGROV1,0.7777777777777778
Everolimus,Docetaxel,PC-3,6.222222222222222
Thalidomide,Tretinoin,MDA-MB-468,-0.1111111111111111
Docetaxel,Vinblastine sulfate (hydrate),OVCAR-3,4.4444444444444455
Vinblastine sulfate (hydrate),Tretinoin,LOX IMVI,4.888888888888889
Vinblastine sulfate (hydrate),Celecoxib,UACC-257,-0.5555555555555556
Mitotane,Tretinoin,SK-MEL-5,-4.888888888888889
Vinblastine sulfate (hydrate),Romidepsin,OVCAR-3,2.6666666666666665
Dasatinib,Paclitaxel,T-47D,-0.8888888888888888
Fulvestrant,Vorinostat,MCF7,-1.4444444444444444
Tamoxifen citrate,Celecoxib,UACC-257,-1.1111111111111112
Sorafenib tosylate,Nilotinib,NCI-H226,-5.666666666666668
Paclitaxel,Tretinoin,SK-MEL-5,17.444444444444443
Mitotane,Cladribine,UACC-257,-15.666666666666664
Vorinostat,Nilotinib,LOX IMVI,-0.1111111111111111
Sirolimus,Tamoxifen citrate,SW-620,2.6666666666666665
Romidepsin,Vinblastine sulfate (hydrate),SK-MEL-28,0.1111111111111111
Mitotane,Everolimus,PC-3,6.4444444444444455
Imatinib mesylate,Tretinoin,OVCAR-3,-1.1111111111111112
Fulvestrant,Sirolimus,SF-268,2.1111111111111107
Fulvestrant,Sirolimus,BT-549,-2.555555555555556
Vinblastine sulfate (hydrate),Tamoxifen citrate,IGROV1,2.555555555555556
Vinblastine sulfate (hydrate),Cladribine,OVCAR-4,-1.2222222222222223
Imatinib mesylate,Celecoxib,OVCAR-3,-4.333333333333333
Sorafenib tosylate,Everolimus,OVCAR-8,-7.222222222222222
Sorafenib tosylate,Nilotinib,BT-549,-2.1111111111111107
Fulvestrant,Tamoxifen citrate,OVCAR-3,4.888888888888889
Mitotane,Celecoxib,NCI-H23,1.3333333333333333
Sorafenib tosylate,Romidepsin,NCI-H322M,-1.2222222222222223
Tamoxifen citrate,Tretinoin,SK-OV-3,1.4444444444444444
Paclitaxel,Sirolimus,A498,7.0
Fulvestrant,Everolimus,HL-60(TB),5.222222222222221
Vinblastine sulfate (hydrate),Nilotinib,PC-3,0.0
Dasatinib,Imatinib mesylate,A498,-5.111111111111111
Sorafenib tosylate,Dasatinib,RPMI-8226,-14.444444444444445
Mitotane,Paclitaxel,NCI-H226,-0.6666666666666666
Nilotinib,Cladribine,UO-31,-3.0
Fulvestrant,Cladribine,OVCAR-3,2.4444444444444446
Fulvestrant,Tretinoin,SK-OV-3,3.4444444444444446
Quinacrine hydrochloride,Cladribine,NCI-H460,-1.7777777777777777
Everolimus,Imatinib mesylate,SF-268,-16.11111111111111
Mitotane,Everolimus,HS 578T,17.88888888888889
Sirolimus,Mitotane,SW-620,7.888888888888887
Docetaxel,Fulvestrant,MDA-MB-468,9.111111111111107
Everolimus,Tretinoin,T-47D,-6.333333333333332
Vinblastine sulfate (hydrate),Everolimus,MDA-MB-435,-4.777777777777779
Everolimus,Docetaxel,HS 578T,2.4444444444444446
Imatinib mesylate,Tretinoin,HS 578T,-3.7777777777777777
Gefitinib,Lenalidomide,HL-60(TB),-1.5555555555555556
Thalidomide,Cladribine,HL-60(TB),2.2222222222222223
Mitotane,Dasatinib,HL-60(TB),-1.0
Vorinostat,Tretinoin,HT29,-7.333333333333332
Fulvestrant,Tamoxifen citrate,SF-539,2.6666666666666665
Sorafenib tosylate,Cladribine,U251,0.3333333333333333
Sorafenib tosylate,Imatinib mesylate,PC-3,-7.222222222222222
Everolimus,Cladribine,OVCAR-4,0.5555555555555556
Paclitaxel,Celecoxib,A549/ATCC,12.333333333333336
Vinblastine sulfate (hydrate),Romidepsin,HL-60(TB),1.3333333333333333
Mitotane,Everolimus,SF-268,-6.333333333333332
Dasatinib,Romidepsin,SF-268,-2.1111111111111107
Vinblastine sulfate (hydrate),Sirolimus,OVCAR-4,-2.333333333333333
Sorafenib tosylate,Nilotinib,MCF7,-1.3333333333333333
Everolimus,Imatinib mesylate,DU-145,-8.222222222222221
Docetaxel,Fulvestrant,UACC-257,5.666666666666668
Vorinostat,Tamoxifen citrate,SW-620,-2.333333333333333
Paclitaxel,Tretinoin,OVCAR-8,24.88888888888889
Thalidomide,Tamoxifen citrate,LOX IMVI,-2.7777777777777777
Paclitaxel,Cladribine,UO-31,-3.333333333333333
Romidepsin,Tamoxifen citrate,UACC-62,-8.888888888888891
Dasatinib,Sirolimus,SF-539,-7.222222222222222
Dasatinib,Nilotinib,HS 578T,-0.1111111111111111
Romidepsin,Vinblastine sulfate (hydrate),RPMI-8226,-1.8888888888888888
Romidepsin,Docetaxel,RPMI-8226,4.666666666666667
Sirolimus,Imatinib mesylate,DU-145,-14.222222222222221
Vinblastine sulfate (hydrate),Tretinoin,A549/ATCC,0.3333333333333333
Everolimus,Imatinib mesylate,HS 578T,-11.111111111111107
Thalidomide,Mitotane,A498,-3.7777777777777777
Thalidomide,Paclitaxel,CAKI-1,-2.888888888888889
Quinacrine hydrochloride,Sirolimus,IGROV1,2.6666666666666665
Mitotane,Imatinib mesylate,MALME-3M,-11.666666666666664
Sorafenib tosylate,Tamoxifen citrate,HS 578T,0.2222222222222222
Mitotane,Tamoxifen citrate,OVCAR-8,-0.2222222222222222
Everolimus,Cladribine,SK-MEL-28,-14.333333333333336
Fulvestrant,Vorinostat,SW-620,1.0
Docetaxel,Tamoxifen citrate,OVCAR-8,30.66666666666667
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),NCI-H522,-16.0
Thalidomide,Paclitaxel,A498,-4.666666666666667
Docetaxel,Paclitaxel,MALME-3M,-5.777777777777778
Nilotinib,Mitotane,HL-60(TB),-3.555555555555556
Vinblastine sulfate (hydrate),Tretinoin,SK-MEL-28,-4.2222222222222205
Vorinostat,Celecoxib,A498,-4.777777777777779
Romidepsin,Nilotinib,UACC-257,-0.1111111111111111
Everolimus,Nilotinib,HCT-15,-7.555555555555554
Quinacrine hydrochloride,Paclitaxel,NCI-H322M,-3.111111111111111
Everolimus,Sirolimus,HS 578T,-3.888888888888889
Mitotane,Everolimus,A498,11.222222222222221
Quinacrine hydrochloride,Tretinoin,SF-268,-5.0
Docetaxel,Fulvestrant,HL-60(TB),44.66666666666666
Fulvestrant,Romidepsin,IGROV1,2.0
Mitotane,Paclitaxel,RPMI-8226,-13.222222222222221
Nilotinib,Tamoxifen citrate,SW-620,-4.888888888888889
Thalidomide,Tretinoin,SW-620,-4.888888888888889
Dasatinib,Celecoxib,U251,-2.555555555555556
Sorafenib tosylate,Celecoxib,LOX IMVI,-8.666666666666666
Vinblastine sulfate (hydrate),Romidepsin,ACHN,-1.0
Sorafenib tosylate,Tamoxifen citrate,SK-OV-3,-3.0
Sorafenib tosylate,Celecoxib,SK-MEL-5,0.7777777777777778
Paclitaxel,Celecoxib,HL-60(TB),7.4444444444444455
Everolimus,Celecoxib,SF-268,-5.777777777777778
Fulvestrant,Nilotinib,LOX IMVI,-5.0
Everolimus,Cladribine,HS 578T,-2.1111111111111107
Paclitaxel,Sirolimus,LOX IMVI,3.4444444444444446
Sorafenib tosylate,Romidepsin,SK-OV-3,-0.6666666666666666
Fulvestrant,Tretinoin,RPMI-8226,-10.888888888888893
Vorinostat,Sirolimus,SF-539,-2.888888888888889
Sorafenib tosylate,Celecoxib,MALME-3M,-5.333333333333333
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),UACC-257,-2.0
Quinacrine hydrochloride,Paclitaxel,MDA-MB-468,-1.1111111111111112
Dasatinib,Vorinostat,UACC-62,1.4444444444444444
Romidepsin,Tretinoin,HL-60(TB),-2.888888888888889
Nilotinib,Vinblastine sulfate (hydrate),HOP-92,-8.0
Sorafenib tosylate,Sirolimus,A498,3.111111111111111
Dasatinib,Vorinostat,K-562,12.222222222222221
Sirolimus,Tamoxifen citrate,IGROV1,11.666666666666664
Dasatinib,Romidepsin,HL-60(TB),-4.4444444444444455
Fulvestrant,Celecoxib,SF-295,-6.5555555555555545
Romidepsin,Sirolimus,NCI-H226,-1.1111111111111112
Romidepsin,Cladribine,SF-539,5.333333333333333
Vinblastine sulfate (hydrate),Romidepsin,CAKI-1,0.4444444444444444
Thalidomide,Cladribine,BT-549,-7.222222222222222
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),HOP-62,-9.333333333333334
Vinblastine sulfate (hydrate),Vorinostat,IGROV1,-3.0
Everolimus,Imatinib mesylate,NCI-H460,-6.5555555555555545
Fulvestrant,Tretinoin,SF-268,-4.111111111111111
Tretinoin,Celecoxib,OVCAR-3,-14.777777777777779
Everolimus,Cladribine,HL-60(TB),-8.555555555555555
Mitotane,Cladribine,SF-295,-10.111111111111107
Quinacrine hydrochloride,Sirolimus,HT29,-3.111111111111111
Fulvestrant,Romidepsin,SK-OV-3,-2.333333333333333
Thalidomide,Paclitaxel,HOP-62,2.888888888888889
Vorinostat,Paclitaxel,A549/ATCC,-10.555555555555557
Everolimus,Nilotinib,LOX IMVI,-12.666666666666664
Everolimus,Imatinib mesylate,HCT-15,-13.111111111111107
Thalidomide,Mitotane,OVCAR-8,-3.2222222222222223
Vinblastine sulfate (hydrate),Vorinostat,LOX IMVI,-6.1111111111111125
Vinblastine sulfate (hydrate),Celecoxib,NCI-H322M,-2.7777777777777777
Fulvestrant,Dasatinib,PC-3,-1.3333333333333333
Sorafenib tosylate,Dasatinib,BT-549,-0.8888888888888888
Paclitaxel,Imatinib mesylate,RPMI-8226,33.55555555555556
Vorinostat,Paclitaxel,SK-MEL-5,-9.888888888888893
Vinblastine sulfate (hydrate),Romidepsin,T-47D,-4.666666666666667
Fulvestrant,Romidepsin,NCI-H23,5.888888888888888
Mitotane,Paclitaxel,SF-268,-4.333333333333333
Quinacrine hydrochloride,Docetaxel,HS 578T,0.7777777777777778
Dasatinib,Celecoxib,SK-MEL-28,-9.888888888888893
Paclitaxel,Sirolimus,OVCAR-8,3.4444444444444446
Vorinostat,Vinblastine sulfate (hydrate),MDA-MB-468,-4.666666666666667
Paclitaxel,Sirolimus,MDA-MB-231/ATCC,-6.1111111111111125
Quinacrine hydrochloride,Tamoxifen citrate,A498,-5.333333333333333
Sorafenib tosylate,Docetaxel,PC-3,3.2222222222222223
Dasatinib,Cladribine,HT29,-9.333333333333334
Quinacrine hydrochloride,Docetaxel,HOP-92,-9.222222222222221
Quinacrine hydrochloride,Docetaxel,U251,3.2222222222222223
Quinacrine hydrochloride,Tretinoin,OVCAR-3,-9.777777777777779
Dasatinib,Romidepsin,A549/ATCC,-1.6666666666666667
Fulvestrant,Everolimus,RPMI-8226,17.666666666666668
Sorafenib tosylate,Imatinib mesylate,DU-145,-11.777777777777779
Docetaxel,Imatinib mesylate,OVCAR-3,6.222222222222222
Fulvestrant,Romidepsin,MCF7,2.555555555555556
Romidepsin,Celecoxib,OVCAR-3,-0.3333333333333333
Mitotane,Cladribine,KM12,0.5555555555555556
Nilotinib,Mitotane,PC-3,-3.888888888888889
Imatinib mesylate,Cladribine,UACC-257,0.4444444444444444
Quinacrine hydrochloride,Tretinoin,SK-MEL-28,-1.2222222222222223
Dasatinib,Nilotinib,A549/ATCC,-3.0
