src_type	src	dest_type	dest	direction	type
SYMBOL	PRKACB	SYMBOL	CALM1	directed	Process(activation)
SYMBOL	PRKACB	SYMBOL	CALM2	directed	Process(phosphorylation)
SYMBOL	PRKACB	SYMBOL	CALM2	directed	Process(activation)
SYMBOL	PRKACB	SYMBOL	CALM3	directed	Process(phosphorylation)
SYMBOL	PRKACB	SYMBOL	CALM3	directed	Process(activation)
SYMBOL	PRKACB	SYMBOL	CALML3	directed	Process(phosphorylation)
SYMBOL	PRKACB	SYMBOL	CALML3	directed	Process(activation)
SYMBOL	PRKACB	SYMBOL	CALML4	directed	Process(phosphorylation)
SYMBOL	PRKACB	SYMBOL	CALML4	directed	Process(activation)
SYMBOL	PPP4R3A	SYMBOL	CRTC2	directed	Process(inhibition)
SYMBOL	PPP4R3A	SYMBOL	CRTC2	directed	Process(dephosphorylation)
SYMBOL	PRKACG	SYMBOL	CALML6	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	CALML6	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	SIK2	directed	Process(inhibition)
SYMBOL	PRKACG	SYMBOL	SIK2	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	GYS1	directed	Process(inhibition)
SYMBOL	PRKACG	SYMBOL	GYS1	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	GYS2	directed	Process(inhibition)
SYMBOL	PRKACG	SYMBOL	GYS2	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	ITPR1	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	ITPR1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	ITPR2	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	ITPR2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	ITPR3	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	ITPR3	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAG2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAG2	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	CALML5	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	CALML5	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PFKFB1	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	PFKFB1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PHKA1	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	PHKA1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PHKA2	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	PHKA2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PHKB	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	PHKB	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PHKG1	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	PHKG1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PHKG2	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	PHKG2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PKM	directed	Process(inhibition)
SYMBOL	PRKACG	SYMBOL	PKM	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	PRKAG3	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAG3	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PPP4C	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PPP4C	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PRKAA1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAA1	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PRKAA2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAA2	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PRKAB1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAB1	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PRKAB2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAB2	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PPP4R3A	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PPP4R3A	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PRKAG1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PRKAG1	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	PPP4R3B	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	PPP4R3B	directed	Process(indirect effect)
SYMBOL	PRKACG	SYMBOL	CALM1	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	CALM1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	CALM2	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	CALM2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	CALM3	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	CALM3	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	CALML3	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	CALML3	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	CALML4	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	CALML4	directed	Process(activation)
SYMBOL	PPP4R3B	SYMBOL	CRTC2	directed	Process(inhibition)
SYMBOL	PPP4R3B	SYMBOL	CRTC2	directed	Process(dephosphorylation)
SYMBOL	CREB3L2	SYMBOL	SIK1B	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	PPARGC1A	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	CPT1C	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	CPT1A	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	CPT1B	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	SIK1	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	G6PC	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	PCK1	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	PCK2	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	G6PC2	directed	Process(expression)
SYMBOL	CREB3L2	SYMBOL	G6PC3	directed	Process(expression)
SYMBOL	CALM1	SYMBOL	CALM2	undirected	Binding
SYMBOL	CALM1	SYMBOL	CALM3	undirected	Binding
SYMBOL	CALM1	SYMBOL	CALML3	undirected	Binding
SYMBOL	CALM1	SYMBOL	CALML4	undirected	Binding
SYMBOL	CALM2	SYMBOL	CALM3	undirected	Binding
SYMBOL	CALM2	SYMBOL	CALML3	undirected	Binding
SYMBOL	CALM2	SYMBOL	CALML4	undirected	Binding
SYMBOL	CALM3	SYMBOL	CALML3	undirected	Binding
SYMBOL	CALM3	SYMBOL	CALML4	undirected	Binding
SYMBOL	CALML3	SYMBOL	CALML4	undirected	Binding
SYMBOL	CAMK2A	SYMBOL	FOXO1	directed	Process(phosphorylation)
SYMBOL	CAMK2A	SYMBOL	FOXO1	directed	Process(activation)
SYMBOL	CAMK2A	SYMBOL	FOXO1	directed	Process(indirect effect)
SYMBOL	CAMK2B	SYMBOL	FOXO1	directed	Process(phosphorylation)
SYMBOL	CAMK2B	SYMBOL	FOXO1	directed	Process(activation)
SYMBOL	CAMK2B	SYMBOL	FOXO1	directed	Process(indirect effect)
SYMBOL	CAMK2D	SYMBOL	FOXO1	directed	Process(phosphorylation)
SYMBOL	CAMK2D	SYMBOL	FOXO1	directed	Process(activation)
SYMBOL	CAMK2D	SYMBOL	FOXO1	directed	Process(indirect effect)
SYMBOL	CAMK2G	SYMBOL	FOXO1	directed	Process(phosphorylation)
SYMBOL	CAMK2G	SYMBOL	FOXO1	directed	Process(activation)
SYMBOL	CAMK2G	SYMBOL	FOXO1	directed	Process(indirect effect)
SYMBOL	CREB3L3	SYMBOL	SIK1B	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	PPARGC1A	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	CPT1C	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	CPT1A	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	CPT1B	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	SIK1	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	G6PC	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	PCK1	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	PCK2	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	G6PC2	directed	Process(expression)
SYMBOL	CREB3L3	SYMBOL	G6PC3	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	SIK1B	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	PPARGC1A	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	CPT1C	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	CPT1A	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	CPT1B	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	SIK1	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	G6PC	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	PCK1	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	PCK2	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	G6PC2	directed	Process(expression)
SYMBOL	CREB3L1	SYMBOL	G6PC3	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	SIK1B	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	PPARGC1A	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	CPT1C	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	CPT1A	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	CPT1B	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	SIK1	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	G6PC	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	PCK1	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	PCK2	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	G6PC2	directed	Process(expression)
SYMBOL	CREB5	SYMBOL	G6PC3	directed	Process(expression)
KEGGCOMP	C00533	SYMBOL	SMAD2	directed	Process(inhibition)
KEGGCOMP	C00533	SYMBOL	SMAD3	directed	Process(inhibition)
KEGGCOMP	C00533	SYMBOL	MMP1	directed	Process(expression)
KEGGCOMP	C00533	SYMBOL	MMP1	directed	Process(indirect effect)
KEGGCOMP	C00533	SYMBOL	MMP2	directed	Process(expression)
KEGGCOMP	C00533	SYMBOL	MMP2	directed	Process(indirect effect)
KEGGCOMP	C00533	SYMBOL	MMP9	directed	Process(expression)
KEGGCOMP	C00533	SYMBOL	MMP9	directed	Process(indirect effect)
KEGGCOMP	C00533	SYMBOL	MMP13	directed	Process(expression)
KEGGCOMP	C00533	SYMBOL	MMP13	directed	Process(indirect effect)
KEGGCOMP	C05981	SYMBOL	PRKCZ	directed	Process(activation)
SYMBOL	INSL5	SYMBOL	RXFP4	directed	Process(activation)
SYMBOL	CREB3	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	CREB3	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	CREB3	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	CREB3	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	RLN3	SYMBOL	RXFP3	directed	Process(activation)
SYMBOL	RXFP2	SYMBOL	GNAO1	directed	Process(binding/association)
SYMBOL	RXFP2	SYMBOL	GNAS	directed	Process(binding/association)
SYMBOL	CREB1	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	CREB1	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	CREB1	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	CREB1	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	ATF2	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	ATF2	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	ATF2	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	ATF2	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	ATF6B	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	ATF6B	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	ATF6B	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	ATF6B	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	MAPK14	SYMBOL	FOS	directed	Process(phosphorylation)
SYMBOL	CREB3L4	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	CREB3L4	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	CREB3L4	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	CREB3L4	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	EDN1	SYMBOL	EDNRB	directed	Process(activation)
SYMBOL	EDNRB	SYMBOL	GNAI1	directed	Process(binding/association)
SYMBOL	EDNRB	SYMBOL	GNAI2	directed	Process(binding/association)
SYMBOL	EDNRB	SYMBOL	GNAI3	directed	Process(binding/association)
SYMBOL	EDNRB	SYMBOL	GNAO1	directed	Process(binding/association)
SYMBOL	PLCB1	SYMBOL	PRKCA	directed	Process(activation)
SYMBOL	PLCB1	SYMBOL	PRKCA	directed	Process(indirect effect)
SYMBOL	GNAI1	SYMBOL	GNB5	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNB1	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNB2	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNB3	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG3	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG4	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG5	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG7	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG10	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG11	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNGT1	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNGT2	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG13	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG2	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG12	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNB4	directed	Process(binding/association)
SYMBOL	GNAI1	SYMBOL	GNG8	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNB5	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNB1	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNB2	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNB3	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG3	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG4	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG5	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG7	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG10	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG11	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNGT1	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNGT2	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG13	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG2	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG12	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNB4	directed	Process(binding/association)
SYMBOL	GNAI2	SYMBOL	GNG8	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNB5	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNB1	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNB2	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNB3	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG3	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG4	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG5	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG7	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG10	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG11	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNGT1	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNGT2	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG13	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG2	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG12	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNB4	directed	Process(binding/association)
SYMBOL	GNAI3	SYMBOL	GNG8	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNB5	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNB1	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNB2	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNB3	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG3	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG4	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG5	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG7	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG10	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG11	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNGT1	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNGT2	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG13	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG2	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG12	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNB4	directed	Process(binding/association)
SYMBOL	GNAO1	SYMBOL	GNG8	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNB5	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNB1	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNB2	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNB3	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG3	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG4	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG5	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG7	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG10	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG11	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNGT1	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNGT2	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG13	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG2	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG12	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNB4	directed	Process(binding/association)
SYMBOL	GNAS	SYMBOL	GNG8	directed	Process(binding/association)
SYMBOL	GRB2	SYMBOL	SHC2	directed	Process(activation)
SYMBOL	GRB2	SYMBOL	SHC4	directed	Process(activation)
SYMBOL	GRB2	SYMBOL	SHC3	directed	Process(activation)
SYMBOL	GRB2	SYMBOL	SHC1	directed	Process(activation)
SYMBOL	RXFP4	SYMBOL	GNA15	directed	Process(binding/association)
SYMBOL	RXFP4	SYMBOL	GNAI1	directed	Process(binding/association)
SYMBOL	RXFP4	SYMBOL	GNAI2	directed	Process(binding/association)
SYMBOL	RXFP4	SYMBOL	GNAI3	directed	Process(binding/association)
SYMBOL	RXFP4	SYMBOL	GNAO1	directed	Process(binding/association)
SYMBOL	INSL3	SYMBOL	RXFP2	directed	Process(activation)
SYMBOL	SMAD2	SYMBOL	COL1A1	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL1A2	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL3A1	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL4A1	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL4A2	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL4A3	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL4A4	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL4A5	directed	Process(expression)
SYMBOL	SMAD2	SYMBOL	COL4A6	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL1A1	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL1A2	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL3A1	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL4A1	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL4A2	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL4A3	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL4A4	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL4A5	directed	Process(expression)
SYMBOL	SMAD3	SYMBOL	COL4A6	directed	Process(expression)
SYMBOL	MMP2	SYMBOL	EDN1	directed	Process(activation)
SYMBOL	MMP9	SYMBOL	EDN1	directed	Process(activation)
SYMBOL	ATF4	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	ATF4	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	ATF4	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	ATF4	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	NFKB1	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	NFKB1	SYMBOL	MMP2	directed	Process(expression)
SYMBOL	NFKB1	SYMBOL	MMP9	directed	Process(expression)
SYMBOL	NFKB1	SYMBOL	NOS2	directed	Process(expression)
SYMBOL	NFKB1	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	NFKB1	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	NFKB1	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	RXFP3	SYMBOL	EGFR	directed	Process(activation)
SYMBOL	RXFP3	SYMBOL	EGFR	directed	Process(indirect effect)
SYMBOL	RXFP3	SYMBOL	GNAI1	directed	Process(binding/association)
SYMBOL	RXFP3	SYMBOL	GNAI2	directed	Process(binding/association)
SYMBOL	RXFP3	SYMBOL	GNAI3	directed	Process(binding/association)
SYMBOL	RXFP3	SYMBOL	GNAO1	directed	Process(binding/association)
SYMBOL	RXFP3	SYMBOL	ARRB1	directed	Process(binding/association)
SYMBOL	RXFP3	SYMBOL	ARRB2	directed	Process(binding/association)
SYMBOL	PIK3CA	SYMBOL	RAF1	directed	Process(activation)
SYMBOL	PIK3CA	SYMBOL	RAF1	directed	Process(indirect effect)
SYMBOL	PIK3CA	SYMBOL	SRC	directed	Process(activation)
SYMBOL	PIK3CB	SYMBOL	RAF1	directed	Process(activation)
SYMBOL	PIK3CB	SYMBOL	RAF1	directed	Process(indirect effect)
SYMBOL	PIK3CB	SYMBOL	SRC	directed	Process(activation)
SYMBOL	PIK3CD	SYMBOL	RAF1	directed	Process(activation)
SYMBOL	PIK3CD	SYMBOL	RAF1	directed	Process(indirect effect)
SYMBOL	PIK3CD	SYMBOL	SRC	directed	Process(activation)
SYMBOL	PIK3R1	SYMBOL	RAF1	directed	Process(activation)
SYMBOL	PIK3R1	SYMBOL	RAF1	directed	Process(indirect effect)
SYMBOL	PIK3R1	SYMBOL	SRC	directed	Process(activation)
SYMBOL	PIK3R2	SYMBOL	RAF1	directed	Process(activation)
SYMBOL	PIK3R2	SYMBOL	RAF1	directed	Process(indirect effect)
SYMBOL	PIK3R2	SYMBOL	SRC	directed	Process(activation)
SYMBOL	PLCB2	SYMBOL	PRKCA	directed	Process(activation)
SYMBOL	PLCB2	SYMBOL	PRKCA	directed	Process(indirect effect)
SYMBOL	PLCB3	SYMBOL	PRKCA	directed	Process(activation)
SYMBOL	PLCB3	SYMBOL	PRKCA	directed	Process(indirect effect)
SYMBOL	PLCB4	SYMBOL	PRKCA	directed	Process(activation)
SYMBOL	PLCB4	SYMBOL	PRKCA	directed	Process(indirect effect)
SYMBOL	PRKCA	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	PRKCA	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	PRKCA	SYMBOL	NFKBIA	directed	Process(activation)
SYMBOL	PRKCA	SYMBOL	NFKBIA	directed	Process(indirect effect)
SYMBOL	PRKCA	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	PRKCA	SYMBOL	MAP2K7	directed	Process(activation)
SYMBOL	PRKCA	SYMBOL	MAP2K4	directed	Process(activation)
SYMBOL	PRKCZ	SYMBOL	ADCY5	directed	Process(activation)
SYMBOL	PRKCZ	SYMBOL	ADCY5	directed	Process(indirect effect)
SYMBOL	MAPK1	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	MAPK1	SYMBOL	VEGFD	directed	Process(indirect effect)
SYMBOL	MAPK1	SYMBOL	MMP2	directed	Process(expression)
SYMBOL	MAPK1	SYMBOL	MMP2	directed	Process(indirect effect)
SYMBOL	MAPK1	SYMBOL	MMP9	directed	Process(expression)
SYMBOL	MAPK1	SYMBOL	MMP9	directed	Process(indirect effect)
SYMBOL	MAPK1	SYMBOL	NOS1	directed	Process(expression)
SYMBOL	MAPK1	SYMBOL	NOS1	directed	Process(indirect effect)
SYMBOL	MAPK1	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	MAPK1	SYMBOL	VEGFA	directed	Process(indirect effect)
SYMBOL	MAPK1	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	MAPK1	SYMBOL	VEGFB	directed	Process(indirect effect)
SYMBOL	MAPK1	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	MAPK1	SYMBOL	VEGFC	directed	Process(indirect effect)
SYMBOL	MAPK3	SYMBOL	VEGFD	directed	Process(expression)
SYMBOL	MAPK3	SYMBOL	VEGFD	directed	Process(indirect effect)
SYMBOL	MAPK3	SYMBOL	MMP2	directed	Process(expression)
SYMBOL	MAPK3	SYMBOL	MMP2	directed	Process(indirect effect)
SYMBOL	MAPK3	SYMBOL	MMP9	directed	Process(expression)
SYMBOL	MAPK3	SYMBOL	MMP9	directed	Process(indirect effect)
SYMBOL	MAPK3	SYMBOL	NOS1	directed	Process(expression)
SYMBOL	MAPK3	SYMBOL	NOS1	directed	Process(indirect effect)
SYMBOL	MAPK3	SYMBOL	VEGFA	directed	Process(expression)
SYMBOL	MAPK3	SYMBOL	VEGFA	directed	Process(indirect effect)
SYMBOL	MAPK3	SYMBOL	VEGFB	directed	Process(expression)
SYMBOL	MAPK3	SYMBOL	VEGFB	directed	Process(indirect effect)
SYMBOL	MAPK3	SYMBOL	VEGFC	directed	Process(expression)
SYMBOL	MAPK3	SYMBOL	VEGFC	directed	Process(indirect effect)
SYMBOL	MAPK8	SYMBOL	FOS	directed	Process(activation)
SYMBOL	MAPK11	SYMBOL	FOS	directed	Process(phosphorylation)
SYMBOL	MAPK10	SYMBOL	FOS	directed	Process(activation)
SYMBOL	MAPK13	SYMBOL	FOS	directed	Process(phosphorylation)
SYMBOL	MAP2K7	SYMBOL	MAPK14	directed	Process(phosphorylation)
